kontrakty RTT dla gazu ziemnego dla okresu od;2016-01-01;do;2020-05-14;

data obrotu;instrument;kurs pierwszej transakcji (PLN/MWh);DKR (PLN/MWh);kurs min. (PLN/MWh);kurs max. (PLN/MWh);wolumen (MWh);liczba kontraktow;wartosc obrotu (PLN);liczba transakcji;najlepsza oferta kupna (PLN/MWh);najlepsza oferta sprzedazy (PLN/MWh);LOP (MWh);LOP w liczbie kontraktow;wolumen od poczatku notowan (MWh);liczba kontraktow od poczatku notowan
2016-01-19;GAS_BASE_Y-17;68.50;69.13;68.50;69.50;87600.00;10.00;6035640.00;4.00;69.50;68.50;8812560.00;1006.00;9688560.00;1106.00
2016-01-19;GAS_BASE_Y-18;-;-;-;-;-;-;-;-;70.00;71.50;-;-;-;-
2016-01-20;GAS_BASE_W-04-16;71.00;69.54;68.75;71.00;22176.00;132.00;1534722.00;6.00;71.00;69.00;53760.00;320.00;53760.00;320.00
2016-01-20;GAS_BASE_W-05-16;67.00;67.00;67.00;67.00;8400.00;50.00;562800.00;2.00;67.00;67.00;8400.00;50.00;8400.00;50.00
2016-01-20;GAS_BASE_W-06-16;66.50;66.50;66.50;66.50;4200.00;25.00;279300.00;1.00;66.50;66.50;4200.00;25.00;4200.00;25.00
2016-01-20;GAS_BASE_W-07-16;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2016-01-20;GAS_BASE_M-02-16;66.50;66.13;66.00;66.50;26448.00;38.00;1748526.00;8.00;66.50;66.00;9602016.00;13796.00;792744.00;1139.00
2016-01-20;GAS_BASE_M-03-16;66.00;66.00;66.00;66.00;1486.00;2.00;98076.00;1.00;66.00;67.70;9585443.00;12901.00;89160.00;120.00
2016-01-20;GAS_BASE_M-04-16;65.00;65.00;64.90;65.05;79200.00;110.00;5147820.00;13.00;65.05;65.00;329760.00;458.00;408960.00;568.00
2016-01-20;GAS_BASE_Q-2-16;64.25;64.25;64.25;64.25;10920.00;5.00;701610.00;1.00;64.25;64.00;9249240.00;4235.00;1028664.00;471.00
2016-01-20;GAS_BASE_Q-3-16;-;64.00;-;-;-;-;-;-;63.00;65.00;8902656.00;4032.00;494592.00;224.00
2016-01-20;GAS_BASE_Q-4-16;68.50;68.55;68.40;68.75;28717.00;13.00;1967666.75;3.00;69.00;68.50;9500909.00;4301.00;1292265.00;585.00
2016-01-20;GAS_BASE_Q-1-17;70.50;70.50;70.50;70.50;10795.00;5.00;761047.50;1.00;71.00;70.25;21590.00;10.00;25908.00;12.00
2016-01-20;GAS_BASE_S-S-16;63.00;63.10;63.00;63.30;65880.00;15.00;4157028.00;3.00;63.50;63.30;838872.00;191.00;1919304.00;437.00
2016-01-20;GAS_BASE_S-W-16;69.50;68.94;68.75;69.50;240240.00;55.00;16557777.60;10.00;70.00;68.94;1738464.00;398.00;2398032.00;549.00
2016-01-20;GAS_BASE_S-S-17;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2016-01-20;GAS_BASE_Y-17;67.60;67.23;67.00;67.60;175200.00;20.00;11783514.00;5.00;68.00;67.45;8908920.00;1017.00;9863760.00;1126.00
2016-01-20;GAS_BASE_Y-18;-;-;-;-;-;-;-;-;68.25;69.25;-;-;-;-
2016-01-21;GAS_BASE_W-04-16;-;67.40;-;-;-;-;-;-;67.25;67.75;53760.00;320.00;53760.00;320.00
2016-01-21;GAS_BASE_W-05-16;66.00;66.00;66.00;66.00;4200.00;25.00;277200.00;1.00;66.00;65.75;12600.00;75.00;12600.00;75.00
2016-01-21;GAS_BASE_W-06-16;-;65.50;-;-;-;-;-;-;65.00;66.00;4200.00;25.00;4200.00;25.00
2016-01-21;GAS_BASE_W-07-16;-;-;-;-;-;-;-;-;-;66.00;-;-;-;-
2016-01-21;GAS_BASE_M-02-16;64.25;64.00;63.75;64.25;26448.00;38.00;1692672.00;7.00;64.25;64.00;9627072.00;13832.00;819192.00;1177.00
2016-01-21;GAS_BASE_M-03-16;-;62.75;-;-;-;-;-;-;62.00;64.00;9585443.00;12901.00;89160.00;120.00
2016-01-21;GAS_BASE_M-04-16;64.00;64.25;64.00;64.50;94320.00;131.00;6063660.00;12.00;64.50;64.00;424080.00;589.00;503280.00;699.00
2016-01-21;GAS_BASE_Q-2-16;62.50;62.50;62.50;62.50;10920.00;5.00;682500.00;1.00;62.50;63.00;9260160.00;4240.00;1039584.00;476.00
2016-01-21;GAS_BASE_Q-3-16;62.50;62.50;62.50;62.50;8832.00;4.00;552000.00;1.00;62.50;62.50;8911488.00;4036.00;503424.00;228.00
2016-01-21;GAS_BASE_Q-4-16;67.00;67.26;67.00;67.50;44180.00;20.00;2971546.80;5.00;67.50;67.20;9534044.00;4316.00;1336445.00;605.00
2016-01-21;GAS_BASE_Q-1-17;69.00;69.00;69.00;69.00;10795.00;5.00;744855.00;1.00;69.20;69.00;32385.00;15.00;36703.00;17.00
2016-01-21;GAS_BASE_S-S-16;62.00;62.00;62.00;62.00;87840.00;20.00;5446080.00;7.00;62.00;62.00;865224.00;197.00;2007144.00;457.00
2016-01-21;GAS_BASE_S-W-16;68.20;68.02;68.00;68.20;218400.00;50.00;14855568.00;9.00;68.20;68.00;1935024.00;443.00;2616432.00;599.00
2016-01-21;GAS_BASE_S-S-17;-;-;-;-;-;-;-;-;62.50;-;-;-;-;-
2016-01-21;GAS_BASE_Y-17;66.75;66.63;66.50;66.75;43800.00;5.00;2921460.00;2.00;66.75;67.00;8917680.00;1018.00;9907560.00;1131.00
2016-01-21;GAS_BASE_Y-18;68.00;68.00;68.00;68.00;43800.00;5.00;2978400.00;1.00;68.00;68.00;43800.00;5.00;43800.00;5.00
2016-01-22;GAS_BASE_W-04-16;69.00;69.00;69.00;69.00;168.00;1.00;11592.00;1.00;69.00;69.25;53760.00;320.00;53928.00;321.00
2016-01-22;GAS_BASE_W-05-16;-;65.15;-;-;-;-;-;-;64.00;67.30;12600.00;75.00;12600.00;75.00
2016-01-22;GAS_BASE_W-06-16;-;65.50;-;-;-;-;-;-;64.00;-;4200.00;25.00;4200.00;25.00
2016-01-22;GAS_BASE_W-07-16;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2016-01-22;GAS_BASE_M-02-16;65.75;66.38;65.75;66.60;80040.00;115.00;5304564.00;16.00;66.60;64.50;9707112.00;13947.00;899232.00;1292.00
2016-01-22;GAS_BASE_M-03-16;-;63.80;-;-;-;-;-;-;62.00;65.60;9585443.00;12901.00;89160.00;120.00
2016-01-22;GAS_BASE_M-04-16;-;66.45;-;-;-;-;-;-;65.50;67.00;424080.00;589.00;503280.00;699.00
2016-01-22;GAS_BASE_Q-2-16;63.00;64.73;63.00;65.50;43680.00;20.00;2827188.00;4.00;65.00;62.75;9292920.00;4255.00;1083264.00;496.00
2016-01-22;GAS_BASE_Q-3-16;-;63.88;-;-;-;-;-;-;62.75;65.00;8911488.00;4036.00;503424.00;228.00
2016-01-22;GAS_BASE_Q-4-16;-;69.50;-;-;-;-;-;-;69.00;69.00;9534044.00;4316.00;1336445.00;605.00
2016-01-22;GAS_BASE_Q-1-17;-;69.88;-;-;-;-;-;-;71.00;71.00;32385.00;15.00;36703.00;17.00
2016-01-22;GAS_BASE_S-S-16;65.00;65.00;65.00;65.00;13176.00;3.00;856440.00;1.00;63.00;64.50;878400.00;200.00;2020320.00;460.00
2016-01-22;GAS_BASE_S-W-16;72.00;72.00;72.00;72.00;43680.00;10.00;3144960.00;1.00;72.00;70.00;1978704.00;453.00;2660112.00;609.00
2016-01-22;GAS_BASE_S-S-17;-;-;-;-;-;-;-;-;62.50;-;-;-;-;-
2016-01-22;GAS_BASE_Y-17;-;69.96;-;-;-;-;-;-;70.45;67.50;8917680.00;1018.00;9907560.00;1131.00
2016-01-22;GAS_BASE_Y-18;-;68.75;-;-;-;-;-;-;68.25;70.00;43800.00;5.00;43800.00;5.00
2016-01-25;GAS_BASE_W-05-16;-;66.12;-;-;-;-;-;-;64.25;67.99;12600.00;75.00;12600.00;75.00
2016-01-25;GAS_BASE_W-06-16;-;65.50;-;-;-;-;-;-;-;67.50;4200.00;25.00;4200.00;25.00
2016-01-25;GAS_BASE_W-07-16;-;-;-;-;-;-;-;-;-;72.00;-;-;-;-
2016-01-25;GAS_BASE_W-08-16;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2016-01-25;GAS_BASE_M-02-16;65.25;65.33;65.00;65.60;77952.00;112.00;5093328.00;15.00;65.60;65.25;9780888.00;14053.00;977184.00;1404.00
2016-01-25;GAS_BASE_M-03-16;-;64.20;-;-;-;-;-;-;63.00;65.00;9585443.00;12901.00;89160.00;120.00
2016-01-25;GAS_BASE_M-04-16;66.50;66.04;65.60;66.50;133200.00;185.00;8788500.00;14.00;66.50;65.75;550080.00;764.00;636480.00;884.00
2016-01-25;GAS_BASE_Q-2-16;66.00;65.63;64.75;66.25;43680.00;20.00;2866500.00;4.00;66.25;64.75;9325680.00;4270.00;1126944.00;516.00
2016-01-25;GAS_BASE_Q-3-16;65.00;64.75;64.50;65.00;22080.00;10.00;1429680.00;2.00;65.00;64.75;8922528.00;4041.00;525504.00;238.00
2016-01-25;GAS_BASE_Q-4-16;71.00;71.00;71.00;71.00;6627.00;3.00;470517.00;1.00;71.00;70.85;9540671.00;4319.00;1343072.00;608.00
2016-01-25;GAS_BASE_Q-1-17;-;72.50;-;-;-;-;-;-;72.00;73.00;32385.00;15.00;36703.00;17.00
2016-01-25;GAS_BASE_S-S-16;65.25;64.70;64.55;65.25;109800.00;25.00;7104060.00;5.00;65.40;64.55;922320.00;210.00;2130120.00;485.00
2016-01-25;GAS_BASE_S-W-16;71.50;71.50;71.50;71.50;43680.00;10.00;3123120.00;1.00;71.50;70.50;2000544.00;458.00;2703792.00;619.00
2016-01-25;GAS_BASE_S-S-17;-;-;-;-;-;-;-;-;63.00;-;-;-;-;-
2016-01-25;GAS_BASE_Y-17;70.80;70.80;70.80;70.80;43800.00;5.00;3101040.00;2.00;70.80;70.25;8961480.00;1023.00;9951360.00;1136.00
2016-01-25;GAS_BASE_Y-18;-;70.25;-;-;-;-;-;-;68.50;72.00;43800.00;5.00;43800.00;5.00
2016-01-26;GAS_BASE_W-05-16;-;66.12;-;-;-;-;-;-;-;67.00;12600.00;75.00;12600.00;75.00
2016-01-26;GAS_BASE_W-06-16;-;65.50;-;-;-;-;-;-;-;66.50;4200.00;25.00;4200.00;25.00
2016-01-26;GAS_BASE_W-07-16;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2016-01-26;GAS_BASE_W-08-16;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2016-01-26;GAS_BASE_M-02-16;64.00;64.00;63.50;64.25;80736.00;116.00;5152488.00;19.00;64.00;63.50;9854664.00;14159.00;1057920.00;1520.00
2016-01-26;GAS_BASE_M-03-16;63.30;63.30;63.30;63.30;7430.00;10.00;470319.00;2.00;63.30;63.30;9589901.00;12907.00;96590.00;130.00
2016-01-26;GAS_BASE_M-04-16;63.85;64.51;63.85;65.00;93600.00;130.00;6025500.00;14.00;65.00;64.00;630720.00;876.00;730080.00;1014.00
2016-01-26;GAS_BASE_Q-2-16;63.00;63.13;63.00;63.25;15288.00;7.00;964236.00;2.00;63.25;62.95;9336600.00;4275.00;1142232.00;523.00
2016-01-26;GAS_BASE_Q-3-16;62.50;62.63;62.50;62.75;15456.00;7.00;967104.00;2.00;62.75;62.60;8933568.00;4046.00;540960.00;245.00
2016-01-26;GAS_BASE_Q-4-16;68.50;68.50;68.50;68.50;11045.00;5.00;756582.50;1.00;69.50;68.50;9551716.00;4324.00;1354117.00;613.00
2016-01-26;GAS_BASE_Q-1-17;-;72.00;-;-;-;-;-;-;71.00;72.00;32385.00;15.00;36703.00;17.00
2016-01-26;GAS_BASE_S-S-16;62.75;62.75;62.75;62.75;21960.00;5.00;1377990.00;1.00;62.75;62.90;944280.00;215.00;2152080.00;490.00
2016-01-26;GAS_BASE_S-W-16;-;71.13;-;-;-;-;-;-;70.25;71.00;2000544.00;458.00;2703792.00;619.00
2016-01-26;GAS_BASE_S-S-17;-;-;-;-;-;-;-;-;63.00;-;-;-;-;-
2016-01-26;GAS_BASE_Y-17;68.50;68.50;68.50;68.50;43800.00;5.00;3000300.00;1.00;68.50;69.00;8979000.00;1025.00;9995160.00;1141.00
2016-01-26;GAS_BASE_Y-18;-;69.25;-;-;-;-;-;-;68.50;71.00;43800.00;5.00;43800.00;5.00
2016-01-27;GAS_BASE_W-05-16;-;64.28;-;-;-;-;-;-;61.00;67.55;12600.00;75.00;12600.00;75.00
2016-01-27;GAS_BASE_W-06-16;-;65.50;-;-;-;-;-;-;-;69.00;4200.00;25.00;4200.00;25.00
2016-01-27;GAS_BASE_W-07-16;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2016-01-27;GAS_BASE_W-08-16;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2016-01-27;GAS_BASE_M-02-16;65.00;65.86;65.00;66.95;55680.00;80.00;3667572.00;8.00;66.95;65.00;9881112.00;14197.00;1113600.00;1600.00
2016-01-27;GAS_BASE_M-03-16;-;65.58;-;-;-;-;-;-;65.00;65.00;9589901.00;12907.00;96590.00;130.00
2016-01-27;GAS_BASE_M-04-16;-;66.00;-;-;-;-;-;-;66.00;65.00;630720.00;876.00;730080.00;1014.00
2016-01-27;GAS_BASE_Q-2-16;-;65.25;-;-;-;-;-;-;65.00;64.70;9336600.00;4275.00;1142232.00;523.00
2016-01-27;GAS_BASE_Q-3-16;-;63.90;-;-;-;-;-;-;64.00;64.70;8933568.00;4046.00;540960.00;245.00
2016-01-27;GAS_BASE_Q-4-16;-;71.00;-;-;-;-;-;-;70.00;71.00;9551716.00;4324.00;1354117.00;613.00
2016-01-27;GAS_BASE_Q-1-17;-;73.63;-;-;-;-;-;-;73.00;73.00;32385.00;15.00;36703.00;17.00
2016-01-27;GAS_BASE_S-S-16;64.75;64.75;64.75;64.75;30744.00;7.00;1990674.00;2.00;64.75;64.50;944280.00;215.00;2182824.00;497.00
2016-01-27;GAS_BASE_S-W-16;-;72.38;-;-;-;-;-;-;71.50;72.00;2000544.00;458.00;2703792.00;619.00
2016-01-27;GAS_BASE_S-S-17;-;-;-;-;-;-;-;-;63.00;-;-;-;-;-
2016-01-27;GAS_BASE_Y-17;71.00;71.00;71.00;71.00;17520.00;2.00;1243920.00;2.00;71.00;70.75;8979000.00;1025.00;10012680.00;1143.00
2016-01-27;GAS_BASE_Y-18;-;72.50;-;-;-;-;-;-;71.00;72.50;43800.00;5.00;43800.00;5.00
2016-01-28;GAS_BASE_W-05-16;-;64.28;-;-;-;-;-;-;-;70.00;12600.00;75.00;12600.00;75.00
2016-01-28;GAS_BASE_W-06-16;-;65.50;-;-;-;-;-;-;-;70.00;4200.00;25.00;4200.00;25.00
2016-01-28;GAS_BASE_W-07-16;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2016-01-28;GAS_BASE_W-08-16;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2016-01-28;GAS_BASE_M-02-16;67.50;67.67;67.50;67.75;8352.00;12.00;564978.00;3.00;67.75;67.25;9885984.00;14204.00;1121952.00;1612.00
2016-01-28;GAS_BASE_M-03-16;-;66.25;-;-;-;-;-;-;65.00;67.50;9589901.00;12907.00;96590.00;130.00
2016-01-28;GAS_BASE_M-04-16;-;66.88;-;-;-;-;-;-;66.50;67.25;630720.00;876.00;730080.00;1014.00
2016-01-28;GAS_BASE_Q-2-16;-;66.33;-;-;-;-;-;-;65.75;66.25;9336600.00;4275.00;1142232.00;523.00
2016-01-28;GAS_BASE_Q-3-16;-;65.70;-;-;-;-;-;-;64.50;66.90;8933568.00;4046.00;540960.00;245.00
2016-01-28;GAS_BASE_Q-4-16;74.00;74.00;74.00;74.00;22090.00;10.00;1634660.00;2.00;74.00;73.90;9573806.00;4334.00;1376207.00;623.00
2016-01-28;GAS_BASE_Q-1-17;-;75.00;-;-;-;-;-;-;74.00;76.00;32385.00;15.00;36703.00;17.00
2016-01-28;GAS_BASE_S-S-16;-;65.93;-;-;-;-;-;-;65.00;66.85;944280.00;215.00;2182824.00;497.00
2016-01-28;GAS_BASE_S-W-16;-;73.85;-;-;-;-;-;-;72.75;74.94;2000544.00;458.00;2703792.00;619.00
2016-01-28;GAS_BASE_S-S-17;-;-;-;-;-;-;-;-;64.25;-;-;-;-;-
2016-01-28;GAS_BASE_Y-17;72.25;72.63;72.25;73.00;52560.00;6.00;3804030.00;2.00;73.00;72.00;9005280.00;1028.00;10065240.00;1149.00
2016-01-28;GAS_BASE_Y-18;-;73.63;-;-;-;-;-;-;71.25;76.00;43800.00;5.00;43800.00;5.00
2016-01-29;GAS_BASE_W-05-16;65.00;65.00;65.00;65.00;1680.00;10.00;109200.00;1.00;65.00;65.00;14280.00;85.00;14280.00;85.00
2016-01-29;GAS_BASE_W-06-16;65.00;65.00;65.00;65.00;5880.00;35.00;382200.00;2.00;65.00;65.00;5880.00;35.00;10080.00;60.00
2016-01-29;GAS_BASE_W-07-16;-;-;-;-;-;-;-;-;63.00;-;-;-;-;-
2016-01-29;GAS_BASE_W-08-16;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2016-01-29;GAS_BASE_M-02-16;66.75;66.16;65.00;66.80;45240.00;65.00;3009504.00;7.00;67.50;65.00;9926352.00;14262.00;1167192.00;1677.00
2016-01-29;GAS_BASE_M-03-16;-;65.50;-;-;-;-;-;-;65.00;66.00;9589901.00;12907.00;96590.00;130.00
2016-01-29;GAS_BASE_M-04-16;67.00;66.55;65.90;67.00;36000.00;50.00;2396520.00;6.00;67.25;66.50;666720.00;926.00;766080.00;1064.00
2016-01-29;GAS_BASE_Q-2-16;67.00;67.00;67.00;67.00;13104.00;6.00;877968.00;2.00;67.25;66.50;9336600.00;4275.00;1155336.00;529.00
2016-01-29;GAS_BASE_Q-3-16;66.00;66.00;66.00;66.00;11040.00;5.00;728640.00;1.00;66.25;66.00;8933568.00;4046.00;552000.00;250.00
2016-01-29;GAS_BASE_Q-4-16;73.00;73.00;73.00;73.00;11045.00;5.00;806285.00;1.00;73.00;73.00;9584851.00;4339.00;1387252.00;628.00
2016-01-29;GAS_BASE_Q-1-17;75.00;75.00;75.00;75.00;21590.00;10.00;1619250.00;2.00;75.00;75.00;53975.00;25.00;58293.00;27.00
2016-01-29;GAS_BASE_S-S-16;66.50;66.50;66.50;66.50;21960.00;5.00;1460340.00;1.00;66.75;66.25;944280.00;215.00;2204784.00;502.00
2016-01-29;GAS_BASE_S-W-16;74.00;74.00;74.00;74.00;87360.00;20.00;6464640.00;3.00;74.00;74.00;2087904.00;478.00;2791152.00;639.00
2016-01-29;GAS_BASE_S-S-17;-;-;-;-;-;-;-;-;65.00;-;-;-;-;-
2016-01-29;GAS_BASE_Y-17;74.00;73.93;73.60;74.05;157680.00;18.00;11649048.00;8.00;74.05;74.00;9101640.00;1039.00;10222920.00;1167.00
2016-01-29;GAS_BASE_Y-18;-;75.50;-;-;-;-;-;-;74.00;76.75;43800.00;5.00;43800.00;5.00
2016-02-01;GAS_BASE_W-06-16;64.65;64.65;64.65;64.65;168.00;1.00;10861.20;1.00;64.65;64.55;6048.00;36.00;10248.00;61.00
2016-02-01;GAS_BASE_W-07-16;-;-;-;-;-;-;-;-;63.00;64.90;-;-;-;-
2016-02-01;GAS_BASE_W-08-16;-;-;-;-;-;-;-;-;62.50;67.00;-;-;-;-
2016-02-01;GAS_BASE_W-09-16;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2016-02-01;GAS_BASE_M-03-16;63.90;63.90;63.90;63.90;2972.00;4.00;189910.80;1.00;64.00;63.90;9592873.00;12911.00;99562.00;134.00
2016-02-01;GAS_BASE_M-04-16;65.25;64.83;64.50;65.25;32400.00;45.00;2098800.00;6.00;65.25;64.50;681120.00;946.00;798480.00;1109.00
2016-02-01;GAS_BASE_M-05-16;65.00;65.00;65.00;65.00;3720.00;5.00;241800.00;1.00;65.00;65.00;3720.00;5.00;3720.00;5.00
2016-02-01;GAS_BASE_Q-2-16;65.50;65.17;64.75;65.50;15288.00;7.00;996996.00;3.00;65.50;64.75;9338784.00;4276.00;1170624.00;536.00
2016-02-01;GAS_BASE_Q-3-16;-;65.50;-;-;-;-;-;-;65.00;65.00;8933568.00;4046.00;552000.00;250.00
2016-02-01;GAS_BASE_Q-4-16;72.50;72.00;71.50;72.50;33135.00;15.00;2385720.00;3.00;72.00;71.50;9606941.00;4349.00;1420387.00;643.00
2016-02-01;GAS_BASE_Q-1-17;74.50;74.50;74.50;74.50;10795.00;5.00;804227.50;1.00;74.50;75.00;64770.00;30.00;69088.00;32.00
2016-02-01;GAS_BASE_S-S-16;64.75;64.63;64.50;64.75;43920.00;10.00;2838330.00;2.00;65.10;64.50;988200.00;225.00;2248704.00;512.00
2016-02-01;GAS_BASE_S-W-16;74.00;73.35;73.00;74.00;109200.00;25.00;8009820.00;5.00;73.50;73.00;2197104.00;503.00;2900352.00;664.00
2016-02-01;GAS_BASE_S-S-17;-;-;-;-;-;-;-;-;67.00;78.00;-;-;-;-
2016-02-01;GAS_BASE_Y-17;73.00;72.70;72.30;73.00;175200.00;20.00;12724776.00;7.00;73.00;72.20;9259320.00;1057.00;10398120.00;1187.00
2016-02-01;GAS_BASE_Y-18;-;74.63;-;-;-;-;-;-;74.00;75.25;43800.00;5.00;43800.00;5.00
2016-02-02;GAS_BASE_W-06-16;-;59.95;-;-;-;-;-;-;58.00;62.90;6048.00;36.00;10248.00;61.00
2016-02-02;GAS_BASE_W-07-16;-;-;-;-;-;-;-;-;58.00;63.50;-;-;-;-
2016-02-02;GAS_BASE_W-08-16;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2016-02-02;GAS_BASE_W-09-16;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2016-02-02;GAS_BASE_M-03-16;62.50;62.17;62.00;62.50;11145.00;15.00;692847.50;3.00;62.50;62.00;9596588.00;12916.00;110707.00;149.00
2016-02-02;GAS_BASE_M-04-16;63.00;62.94;62.75;63.00;26640.00;37.00;1677420.00;8.00;63.00;63.00;704160.00;978.00;825120.00;1146.00
2016-02-02;GAS_BASE_M-05-16;64.00;64.00;64.00;64.00;3720.00;5.00;238080.00;1.00;64.00;64.00;3720.00;5.00;7440.00;10.00
2016-02-02;GAS_BASE_Q-2-16;-;62.73;-;-;-;-;-;-;62.70;62.95;9338784.00;4276.00;1170624.00;536.00
2016-02-02;GAS_BASE_Q-3-16;-;62.75;-;-;-;-;-;-;62.50;62.95;8933568.00;4046.00;552000.00;250.00
2016-02-02;GAS_BASE_Q-4-16;70.00;70.00;70.00;70.00;17672.00;8.00;1237040.00;2.00;70.00;70.00;9624613.00;4357.00;1438059.00;651.00
2016-02-02;GAS_BASE_Q-1-17;-;72.48;-;-;-;-;-;-;72.05;72.90;64770.00;30.00;69088.00;32.00
2016-02-02;GAS_BASE_S-S-16;62.50;62.50;62.50;62.50;21960.00;5.00;1372500.00;1.00;62.75;62.50;988200.00;225.00;2270664.00;517.00
2016-02-02;GAS_BASE_S-W-16;71.10;71.02;71.00;71.10;131040.00;30.00;9306460.80;8.00;71.10;71.00;2306304.00;528.00;3031392.00;694.00
2016-02-02;GAS_BASE_S-S-17;-;-;-;-;-;-;-;-;67.00;-;-;-;-;-
2016-02-02;GAS_BASE_Y-17;70.00;70.04;70.00;70.20;87600.00;10.00;6133752.00;5.00;70.30;70.00;9224280.00;1053.00;10485720.00;1197.00
2016-02-02;GAS_BASE_Y-18;-;73.48;-;-;-;-;-;-;73.25;73.70;43800.00;5.00;43800.00;5.00
2016-02-03;GAS_BASE_W-06-16;-;62.00;-;-;-;-;-;-;60.00;64.00;6048.00;36.00;10248.00;61.00
2016-02-03;GAS_BASE_W-07-16;-;-;-;-;-;-;-;-;60.00;64.00;-;-;-;-
2016-02-03;GAS_BASE_W-08-16;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2016-02-03;GAS_BASE_W-09-16;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2016-02-03;GAS_BASE_M-03-16;63.00;63.35;63.00;63.55;14860.00;20.00;941381.00;4.00;63.55;62.90;9596588.00;12916.00;125567.00;169.00
2016-02-03;GAS_BASE_M-04-16;64.15;64.15;64.15;64.15;7200.00;10.00;461880.00;2.00;64.15;64.00;706320.00;981.00;832320.00;1156.00
2016-02-03;GAS_BASE_M-05-16;-;63.45;-;-;-;-;-;-;63.00;63.90;3720.00;5.00;7440.00;10.00
2016-02-03;GAS_BASE_Q-2-16;64.15;64.15;64.15;64.15;10920.00;5.00;700518.00;1.00;64.15;63.20;9349704.00;4281.00;1181544.00;541.00
2016-02-03;GAS_BASE_Q-3-16;-;63.18;-;-;-;-;-;-;62.25;63.50;8933568.00;4046.00;552000.00;250.00
2016-02-03;GAS_BASE_Q-4-16;70.00;70.18;70.00;70.35;17672.00;8.00;1239359.45;2.00;70.35;70.00;9642285.00;4365.00;1455731.00;659.00
2016-02-03;GAS_BASE_Q-1-17;-;72.60;-;-;-;-;-;-;72.50;73.00;64770.00;30.00;69088.00;32.00
2016-02-03;GAS_BASE_S-S-16;-;62.85;-;-;-;-;-;-;62.35;63.30;988200.00;225.00;2270664.00;517.00
2016-02-03;GAS_BASE_S-W-16;71.50;71.50;71.50;71.50;30576.00;7.00;2186184.00;3.00;71.50;71.50;2336880.00;535.00;3061968.00;701.00
2016-02-03;GAS_BASE_S-S-17;-;-;-;-;-;-;-;-;67.00;-;-;-;-;-
2016-02-03;GAS_BASE_Y-17;71.55;71.72;71.55;72.00;61320.00;7.00;4397520.00;5.00;71.80;70.30;9259320.00;1057.00;10547040.00;1204.00
2016-02-03;GAS_BASE_Y-18;-;73.20;-;-;-;-;-;-;72.50;73.50;43800.00;5.00;43800.00;5.00
2016-02-04;GAS_BASE_W-06-16;-;60.50;-;-;-;-;-;-;57.00;64.00;6048.00;36.00;10248.00;61.00
2016-02-04;GAS_BASE_W-07-16;-;-;-;-;-;-;-;-;57.00;64.00;-;-;-;-
2016-02-04;GAS_BASE_W-08-16;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2016-02-04;GAS_BASE_W-09-16;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2016-02-04;GAS_BASE_M-03-16;63.50;63.19;62.95;63.50;11145.00;15.00;703806.75;5.00;63.50;62.95;9607733.00;12931.00;136712.00;184.00
2016-02-04;GAS_BASE_M-04-16;64.00;63.66;63.30;64.25;28800.00;40.00;1830060.00;8.00;64.25;63.30;734400.00;1020.00;861120.00;1196.00
2016-02-04;GAS_BASE_M-05-16;63.00;63.00;63.00;63.00;3720.00;5.00;234360.00;1.00;63.00;63.00;7440.00;10.00;11160.00;15.00
2016-02-04;GAS_BASE_Q-2-16;-;62.98;-;-;-;-;-;-;63.00;63.25;9349704.00;4281.00;1181544.00;541.00
2016-02-04;GAS_BASE_Q-3-16;62.00;62.00;62.00;62.00;11040.00;5.00;684480.00;1.00;62.50;62.00;8933568.00;4046.00;563040.00;255.00
2016-02-04;GAS_BASE_Q-4-16;69.90;69.80;69.75;69.90;28717.00;13.00;2004667.50;3.00;70.00;69.70;9659957.00;4373.00;1484448.00;672.00
2016-02-04;GAS_BASE_Q-1-17;71.75;71.75;71.75;71.75;10795.00;5.00;774541.25;1.00;72.00;72.00;75565.00;35.00;79883.00;37.00
2016-02-04;GAS_BASE_S-S-16;62.85;62.85;62.85;62.85;21960.00;5.00;1380186.00;1.00;62.85;62.85;1010160.00;230.00;2292624.00;522.00
2016-02-04;GAS_BASE_S-W-16;70.75;70.75;70.75;70.75;174720.00;40.00;12361440.00;6.00;71.25;70.75;2511600.00;575.00;3236688.00;741.00
2016-02-04;GAS_BASE_S-S-17;-;-;-;-;-;-;-;-;66.00;-;-;-;-;-
