kontrakty RTT dla gazu ziemnego dla okresu od;2016-01-01;do;2020-05-14;

data obrotu;instrument;kurs pierwszej transakcji (PLN/MWh);DKR (PLN/MWh);kurs min. (PLN/MWh);kurs max. (PLN/MWh);wolumen (MWh);liczba kontraktow;wartosc obrotu (PLN);liczba transakcji;najlepsza oferta kupna (PLN/MWh);najlepsza oferta sprzedazy (PLN/MWh);LOP (MWh);LOP w liczbie kontraktow;wolumen od poczatku notowan (MWh);liczba kontraktow od poczatku notowan
2019-10-24;GAS_BASE_S-W-20;93.00;93.12;93.00;93.35;65520.00;15.00;6101004.00;3.00;93.35;93.00;5460000.00;1250.00;5621616.00;1287.00
2019-10-24;GAS_BASE_S-S-21;-;-;-;-;-;-;-;-;-;87.00;-;-;-;-
2019-10-24;GAS_BASE_Y-20;82.75;83.25;82.75;83.25;210816.00;24.00;17532864.00;12.00;83.25;82.75;41601024.00;4736.00;47582928.00;5417.00
2019-10-24;GAS_BASE_Y-21;89.99;90.00;89.99;90.00;96360.00;11.00;8672312.40;5.00;90.00;89.99;8549760.00;976.00;9741120.00;1112.00
2019-10-25;GAS_BASE_W-44-19;57.00;56.98;56.95;57.00;2352.00;14.00;134030.40;3.00;57.00;55.50;63672.00;379.00;65184.00;388.00
2019-10-25;GAS_BASE_W-45-19;-;61.50;-;-;-;-;-;-;60.00;63.00;20160.00;120.00;20160.00;120.00
2019-10-25;GAS_BASE_W-46-19;-;-;-;-;-;-;-;-;58.50;-;-;-;-;-
2019-10-25;GAS_BASE_W-47-19;-;-;-;-;-;-;-;-;60.00;-;-;-;-;-
2019-10-25;GAS_BASE_M-11-19;72.80;72.79;72.70;73.00;67680.00;94.00;4931820.00;21.00;73.00;72.50;9762480.00;13559.00;2175120.00;3021.00
2019-10-25;GAS_BASE_M-12-19;80.25;80.42;80.00;81.00;38688.00;52.00;3112338.00;9.00;81.00;80.00;11017896.00;14809.00;3077928.00;4137.00
2019-10-25;GAS_BASE_M-01-20;85.50;85.67;85.50;85.85;26040.00;35.00;2231442.00;5.00;85.90;85.00;296856.00;399.00;316200.00;425.00
2019-10-25;GAS_BASE_Q-1-20;85.00;84.82;84.50;85.00;144078.00;66.00;12215522.25;19.00;85.00;84.50;17924613.00;8211.00;15374869.00;7043.00
2019-10-25;GAS_BASE_Q-2-20;78.50;78.50;78.50;78.50;17472.00;8.00;1371552.00;4.00;78.50;78.50;238056.00;109.00;242424.00;111.00
2019-10-25;GAS_BASE_Q-3-20;-;78.00;-;-;-;-;-;-;-;78.15;13248.00;6.00;15456.00;7.00
2019-10-25;GAS_BASE_Q-4-20;92.00;92.17;92.00;92.50;33135.00;15.00;3056151.50;6.00;92.50;92.00;605266.00;274.00;618520.00;280.00
2019-10-25;GAS_BASE_S-S-20;-;79.00;-;-;-;-;-;-;-;79.50;166896.00;38.00;184464.00;42.00
2019-10-25;GAS_BASE_S-W-20;-;94.63;-;-;-;-;-;-;94.50;94.70;5460000.00;1250.00;5621616.00;1287.00
2019-10-25;GAS_BASE_S-S-21;-;-;-;-;-;-;-;-;-;90.00;-;-;-;-
2019-10-25;GAS_BASE_Y-20;83.00;83.13;83.00;83.25;87840.00;10.00;7301700.00;4.00;83.25;83.00;41688864.00;4746.00;47670768.00;5427.00
2019-10-25;GAS_BASE_Y-21;90.00;90.00;90.00;90.00;70080.00;8.00;6307200.00;3.00;90.00;90.00;8619840.00;984.00;9811200.00;1120.00
2019-10-28;GAS_BASE_W-45-19;-;59.00;-;-;-;-;-;-;57.00;60.00;20160.00;120.00;20160.00;120.00
2019-10-28;GAS_BASE_W-46-19;-;-;-;-;-;-;-;-;58.00;63.25;-;-;-;-
2019-10-28;GAS_BASE_W-47-19;-;-;-;-;-;-;-;-;59.00;-;-;-;-;-
2019-10-28;GAS_BASE_W-48-19;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019-10-28;GAS_BASE_M-11-19;69.50;69.08;68.50;69.50;11520.00;16.00;792720.00;6.00;69.50;68.50;9774000.00;13575.00;2186640.00;3037.00
2019-10-28;GAS_BASE_M-12-19;78.00;78.56;78.00;78.90;54312.00;73.00;4267584.00;17.00;78.90;78.00;11061048.00;14867.00;3132240.00;4210.00
2019-10-28;GAS_BASE_M-01-20;84.50;84.11;84.00;84.50;45384.00;61.00;3819844.80;13.00;84.50;84.00;342240.00;460.00;361584.00;486.00
2019-10-28;GAS_BASE_Q-1-20;83.00;83.42;83.00;83.50;170274.00;78.00;14162605.44;25.00;83.50;83.00;18077423.00;8281.00;15545143.00;7121.00
2019-10-28;GAS_BASE_Q-2-20;77.00;77.00;77.00;77.00;10920.00;5.00;840840.00;1.00;77.00;77.00;248976.00;114.00;253344.00;116.00
2019-10-28;GAS_BASE_Q-3-20;-;78.00;-;-;-;-;-;-;-;78.99;13248.00;6.00;15456.00;7.00
2019-10-28;GAS_BASE_Q-4-20;91.00;91.03;91.00;91.25;68479.00;31.00;6234902.50;8.00;91.25;91.00;673745.00;305.00;686999.00;311.00
2019-10-28;GAS_BASE_S-S-20;-;74.00;-;-;-;-;-;-;75.50;78.00;166896.00;38.00;184464.00;42.00
2019-10-28;GAS_BASE_S-W-20;93.00;93.20;93.00;93.50;96096.00;22.00;8952128.64;5.00;93.50;93.00;5556096.00;1272.00;5717712.00;1309.00
2019-10-28;GAS_BASE_S-S-21;-;-;-;-;-;-;-;-;-;87.00;-;-;-;-
2019-10-28;GAS_BASE_Y-20;81.75;81.94;81.75;82.00;166896.00;19.00;13679762.40;6.00;82.00;81.75;41855760.00;4765.00;47837664.00;5446.00
2019-10-28;GAS_BASE_Y-21;89.00;89.26;89.00;89.55;157680.00;18.00;14081262.00;8.00;89.55;89.25;8768760.00;1001.00;9968880.00;1138.00
2019-10-29;GAS_BASE_W-45-19;60.00;59.50;59.00;60.00;1512.00;9.00;89880.00;2.00;60.00;59.00;21672.00;129.00;21672.00;129.00
2019-10-29;GAS_BASE_W-46-19;-;-;-;-;-;-;-;-;59.00;65.00;-;-;-;-
2019-10-29;GAS_BASE_W-47-19;-;-;-;-;-;-;-;-;55.00;-;-;-;-;-
2019-10-29;GAS_BASE_W-48-19;-;-;-;-;-;-;-;-;56.00;-;-;-;-;-
2019-10-29;GAS_BASE_M-11-19;66.00;66.90;66.00;67.80;1440.00;2.00;96336.00;2.00;67.80;66.00;9774000.00;13575.00;2188080.00;3039.00
2019-10-29;GAS_BASE_M-12-19;79.00;78.65;78.50;79.00;40176.00;54.00;3163116.00;11.00;79.00;78.25;11090064.00;14906.00;3172416.00;4264.00
2019-10-29;GAS_BASE_M-01-20;85.00;84.25;83.75;85.00;19344.00;26.00;1632522.00;8.00;84.50;83.75;361584.00;486.00;380928.00;512.00
2019-10-29;GAS_BASE_Q-1-20;84.00;83.40;83.00;84.00;61124.00;28.00;5098942.25;5.00;84.00;83.00;18118900.00;8300.00;15606267.00;7149.00
2019-10-29;GAS_BASE_Q-2-20;77.00;77.00;77.00;77.00;21840.00;10.00;1681680.00;2.00;77.00;77.25;270816.00;124.00;275184.00;126.00
2019-10-29;GAS_BASE_Q-3-20;-;78.00;-;-;-;-;-;-;-;77.50;13248.00;6.00;15456.00;7.00
2019-10-29;GAS_BASE_Q-4-20;91.50;91.67;91.50;91.75;39762.00;18.00;3646506.75;3.00;91.75;91.50;706880.00;320.00;726761.00;329.00
2019-10-29;GAS_BASE_S-S-20;-;74.00;-;-;-;-;-;-;-;79.00;166896.00;38.00;184464.00;42.00
2019-10-29;GAS_BASE_S-W-20;-;93.00;-;-;-;-;-;-;92.50;93.50;5556096.00;1272.00;5717712.00;1309.00
2019-10-29;GAS_BASE_S-S-21;-;-;-;-;-;-;-;-;-;88.00;-;-;-;-
2019-10-29;GAS_BASE_Y-20;82.50;82.58;82.50;82.65;52704.00;6.00;4354668.00;2.00;82.50;82.65;41899680.00;4770.00;47890368.00;5452.00
2019-10-29;GAS_BASE_Y-21;89.75;89.75;89.75;89.75;43800.00;5.00;3931050.00;1.00;89.75;89.75;8812560.00;1006.00;10012680.00;1143.00
2019-10-30;GAS_BASE_W-45-19;-;58.75;-;-;-;-;-;-;58.00;60.00;21672.00;129.00;21672.00;129.00
2019-10-30;GAS_BASE_W-46-19;-;-;-;-;-;-;-;-;55.00;63.00;-;-;-;-
2019-10-30;GAS_BASE_W-47-19;-;-;-;-;-;-;-;-;56.00;-;-;-;-;-
2019-10-30;GAS_BASE_W-48-19;-;-;-;-;-;-;-;-;57.00;-;-;-;-;-
2019-10-30;GAS_BASE_M-11-19;64.00;65.94;64.00;66.50;13680.00;19.00;894168.00;13.00;66.50;64.00;9773280.00;13574.00;2201760.00;3058.00
2019-10-30;GAS_BASE_M-12-19;78.00;78.10;78.00;78.20;63984.00;86.00;4994628.24;19.00;78.20;78.00;11142888.00;14977.00;3236400.00;4350.00
2019-10-30;GAS_BASE_M-01-20;84.00;83.96;83.70;84.00;32736.00;44.00;2749526.40;15.00;84.00;83.90;393576.00;529.00;413664.00;556.00
2019-10-30;GAS_BASE_Q-1-20;83.40;82.88;82.50;83.40;50209.00;23.00;4160579.70;12.00;83.40;82.40;18169109.00;8323.00;15656476.00;7172.00
2019-10-30;GAS_BASE_Q-2-20;77.00;77.00;77.00;77.00;10920.00;5.00;840840.00;3.00;77.00;77.00;281736.00;129.00;286104.00;131.00
2019-10-30;GAS_BASE_Q-3-20;-;78.00;-;-;-;-;-;-;-;78.00;13248.00;6.00;15456.00;7.00
2019-10-30;GAS_BASE_Q-4-20;91.50;91.50;91.50;91.50;33135.00;15.00;3031852.50;6.00;91.50;91.50;740015.00;335.00;759896.00;344.00
2019-10-30;GAS_BASE_S-S-20;-;74.00;-;-;-;-;-;-;-;78.00;166896.00;38.00;184464.00;42.00
2019-10-30;GAS_BASE_S-W-20;92.50;92.50;92.50;92.50;56784.00;13.00;5252520.00;5.00;92.50;92.50;5612880.00;1285.00;5774496.00;1322.00
2019-10-30;GAS_BASE_S-S-21;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019-10-30;GAS_BASE_Y-20;82.75;82.58;82.40;82.75;87840.00;10.00;7250313.60;6.00;82.75;82.40;41987520.00;4780.00;47978208.00;5462.00
2019-10-30;GAS_BASE_Y-21;89.75;89.69;89.60;89.75;122640.00;14.00;11001684.00;10.00;89.80;89.75;8935200.00;1020.00;10135320.00;1157.00
2019-10-31;GAS_BASE_W-45-19;55.00;54.75;54.00;55.00;8568.00;51.00;468888.00;8.00;55.00;54.00;20160.00;120.00;30240.00;180.00
2019-10-31;GAS_BASE_W-46-19;-;-;-;-;-;-;-;-;55.00;58.00;-;-;-;-
2019-10-31;GAS_BASE_W-47-19;-;-;-;-;-;-;-;-;55.00;67.00;-;-;-;-
2019-10-31;GAS_BASE_W-48-19;-;-;-;-;-;-;-;-;55.00;-;-;-;-;-
2019-10-31;GAS_BASE_M-12-19;77.80;77.50;77.50;77.80;48360.00;65.00;3749016.00;18.00;77.80;77.50;11184552.00;15033.00;3284760.00;4415.00
2019-10-31;GAS_BASE_M-01-20;83.50;83.22;83.10;83.50;23064.00;31.00;1921975.20;11.00;83.50;83.10;416640.00;560.00;436728.00;587.00
2019-10-31;GAS_BASE_M-02-20;83.75;83.75;83.75;83.75;3480.00;5.00;291450.00;4.00;83.75;83.75;3480.00;5.00;3480.00;5.00
2019-10-31;GAS_BASE_Q-1-20;82.20;82.00;82.00;82.20;43660.00;20.00;3580993.20;12.00;82.20;82.00;18184390.00;8330.00;15700136.00;7192.00
2019-10-31;GAS_BASE_Q-2-20;76.95;76.95;76.95;76.95;4368.00;2.00;336117.60;1.00;76.95;76.85;286104.00;131.00;290472.00;133.00
2019-10-31;GAS_BASE_Q-3-20;-;78.00;-;-;-;-;-;-;-;75.90;13248.00;6.00;15456.00;7.00
2019-10-31;GAS_BASE_Q-4-20;91.00;91.00;91.00;91.00;19881.00;9.00;1809171.00;2.00;91.00;91.00;759896.00;344.00;779777.00;353.00
2019-10-31;GAS_BASE_S-S-20;-;74.00;-;-;-;-;-;-;-;78.00;166896.00;38.00;184464.00;42.00
2019-10-31;GAS_BASE_S-W-20;92.25;92.25;92.25;92.25;21840.00;5.00;2014740.00;2.00;92.25;92.25;5634720.00;1290.00;5796336.00;1327.00
2019-10-31;GAS_BASE_S-S-21;-;-;-;-;-;-;-;-;-;90.00;-;-;-;-
2019-10-31;GAS_BASE_Y-20;82.00;82.00;82.00;82.00;70272.00;8.00;5762304.00;5.00;82.00;81.89;42049008.00;4787.00;48048480.00;5470.00
2019-10-31;GAS_BASE_Y-21;89.50;89.38;89.25;89.50;70080.00;8.00;6261210.00;6.00;89.50;89.50;9005280.00;1028.00;10205400.00;1165.00
2019-11-04;GAS_BASE_W-46-19;58.50;58.50;58.50;58.50;4200.00;25.00;245700.00;2.00;58.50;58.50;4200.00;25.00;4200.00;25.00
2019-11-04;GAS_BASE_W-47-19;58.50;58.50;58.50;58.50;4200.00;25.00;245700.00;2.00;58.50;58.50;4200.00;25.00;4200.00;25.00
2019-11-04;GAS_BASE_W-48-19;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019-11-04;GAS_BASE_W-49-19;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019-11-04;GAS_BASE_M-12-19;-;76.25;-;-;-;-;-;-;77.00;78.50;11184552.00;15033.00;3284760.00;4415.00
2019-11-04;GAS_BASE_M-01-20;83.00;83.03;83.00;83.15;34968.00;47.00;2903125.20;13.00;83.15;83.00;446400.00;600.00;471696.00;634.00
2019-11-04;GAS_BASE_M-02-20;83.75;83.75;83.75;83.75;10440.00;15.00;874350.00;9.00;83.75;83.75;13920.00;20.00;13920.00;20.00
2019-11-04;GAS_BASE_Q-1-20;82.25;82.25;82.25;82.25;10915.00;5.00;897758.75;4.00;82.30;82.25;18188756.00;8332.00;15711051.00;7197.00
2019-11-04;GAS_BASE_Q-2-20;77.00;77.00;77.00;77.00;15288.00;7.00;1177176.00;3.00;77.00;77.50;301392.00;138.00;305760.00;140.00
2019-11-04;GAS_BASE_Q-3-20;-;78.00;-;-;-;-;-;-;-;79.00;13248.00;6.00;15456.00;7.00
2019-11-04;GAS_BASE_Q-4-20;91.00;91.07;91.00;91.25;33135.00;15.00;3017494.00;7.00;91.30;91.25;793031.00;359.00;812912.00;368.00
2019-11-04;GAS_BASE_S-S-20;-;74.00;-;-;-;-;-;-;-;79.00;166896.00;38.00;184464.00;42.00
2019-11-04;GAS_BASE_S-W-20;92.00;92.13;92.00;92.50;78624.00;18.00;7243236.00;8.00;92.50;92.25;5713344.00;1308.00;5874960.00;1345.00
2019-11-04;GAS_BASE_S-S-21;-;-;-;-;-;-;-;-;-;90.00;-;-;-;-
2019-11-04;GAS_BASE_Y-20;81.75;81.75;81.75;81.75;61488.00;7.00;5026644.00;3.00;81.75;81.75;42110496.00;4794.00;48109968.00;5477.00
2019-11-04;GAS_BASE_Y-21;89.50;89.50;89.50;89.50;17520.00;2.00;1568040.00;2.00;89.50;89.50;9022800.00;1030.00;10222920.00;1167.00
2019-11-05;GAS_BASE_W-46-19;-;63.50;-;-;-;-;-;-;61.00;66.00;4200.00;25.00;4200.00;25.00
2019-11-05;GAS_BASE_W-47-19;-;62.25;-;-;-;-;-;-;57.50;67.00;4200.00;25.00;4200.00;25.00
2019-11-05;GAS_BASE_W-48-19;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019-11-05;GAS_BASE_W-49-19;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019-11-05;GAS_BASE_M-12-19;79.50;79.98;79.50;80.00;52080.00;70.00;4162866.00;12.00;80.00;79.50;11214312.00;15073.00;3336840.00;4485.00
2019-11-05;GAS_BASE_M-01-20;84.00;84.33;84.00;85.00;14136.00;19.00;1191144.00;6.00;85.00;84.00;457560.00;615.00;485832.00;653.00
2019-11-05;GAS_BASE_M-02-20;84.20;84.60;84.20;85.00;4176.00;6.00;354403.20;2.00;85.00;84.50;18096.00;26.00;18096.00;26.00
2019-11-05;GAS_BASE_Q-1-20;84.00;84.15;84.00;84.60;24013.00;11.00;2023641.00;4.00;84.60;84.00;18201854.00;8338.00;15735064.00;7208.00
2019-11-05;GAS_BASE_Q-2-20;-;78.50;-;-;-;-;-;-;78.00;79.00;301392.00;138.00;305760.00;140.00
2019-11-05;GAS_BASE_Q-3-20;-;75.00;-;-;-;-;-;-;72.00;78.00;13248.00;6.00;15456.00;7.00
2019-11-05;GAS_BASE_Q-4-20;92.00;92.04;92.00;92.25;28717.00;13.00;2643620.75;7.00;92.25;92.00;819539.00;371.00;841629.00;381.00
2019-11-05;GAS_BASE_S-S-20;-;76.25;-;-;-;-;-;-;74.00;78.50;166896.00;38.00;184464.00;42.00
2019-11-05;GAS_BASE_S-W-20;93.50;93.60;93.50;93.75;39312.00;9.00;3680040.00;5.00;93.75;93.50;5752656.00;1317.00;5914272.00;1354.00
2019-11-05;GAS_BASE_S-S-21;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019-11-05;GAS_BASE_Y-20;83.00;83.05;82.90;83.25;193248.00;22.00;16048807.20;11.00;83.25;83.00;42251040.00;4810.00;48303216.00;5499.00
2019-11-05;GAS_BASE_Y-21;91.00;91.00;91.00;91.00;43800.00;5.00;3985800.00;4.00;91.00;91.00;9066600.00;1035.00;10266720.00;1172.00
2019-11-06;GAS_BASE_W-46-19;-;64.50;-;-;-;-;-;-;60.00;69.00;4200.00;25.00;4200.00;25.00
2019-11-06;GAS_BASE_W-47-19;-;62.00;-;-;-;-;-;-;58.00;69.00;4200.00;25.00;4200.00;25.00
2019-11-06;GAS_BASE_W-48-19;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019-11-06;GAS_BASE_W-49-19;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019-11-06;GAS_BASE_M-12-19;-;78.20;-;-;-;-;-;-;77.90;78.50;11214312.00;15073.00;3336840.00;4485.00
2019-11-06;GAS_BASE_M-01-20;83.10;83.75;83.10;83.75;46872.00;63.00;3922888.80;19.00;83.80;83.10;502944.00;676.00;532704.00;716.00
2019-11-06;GAS_BASE_M-02-20;84.00;83.74;83.50;84.00;8352.00;12.00;699062.40;10.00;84.00;83.50;26448.00;38.00;26448.00;38.00
2019-11-06;GAS_BASE_Q-1-20;83.00;83.54;83.00;83.60;34928.00;16.00;2916051.40;12.00;83.60;83.00;18230233.00;8351.00;15769992.00;7224.00
2019-11-06;GAS_BASE_Q-2-20;78.00;77.93;77.70;78.00;10920.00;5.00;851104.80;4.00;78.00;77.70;312312.00;143.00;316680.00;145.00
2019-11-06;GAS_BASE_Q-3-20;77.00;77.00;77.00;77.00;2208.00;1.00;170016.00;1.00;77.00;78.50;15456.00;7.00;17664.00;8.00
2019-11-06;GAS_BASE_Q-4-20;91.00;91.06;91.00;91.50;41971.00;19.00;3820465.50;9.00;91.50;91.00;861510.00;390.00;883600.00;400.00
2019-11-06;GAS_BASE_S-S-20;-;75.50;-;-;-;-;-;-;73.50;77.50;166896.00;38.00;184464.00;42.00
2019-11-06;GAS_BASE_S-W-20;93.00;93.11;93.00;93.30;96096.00;22.00;8947848.00;7.00;93.30;93.00;5848752.00;1339.00;6010368.00;1376.00
2019-11-06;GAS_BASE_S-S-21;-;-;-;-;-;-;-;-;-;86.00;-;-;-;-
2019-11-06;GAS_BASE_Y-20;81.80;81.90;81.70;82.30;114192.00;13.00;9349689.60;13.00;82.30;81.70;42286176.00;4814.00;48417408.00;5512.00
2019-11-06;GAS_BASE_Y-21;90.10;90.35;90.10;90.60;70080.00;8.00;6340488.00;4.00;90.60;90.10;9136680.00;1043.00;10336800.00;1180.00
2019-11-07;GAS_BASE_W-46-19;-;67.50;-;-;-;-;-;-;67.00;69.00;4200.00;25.00;4200.00;25.00
2019-11-07;GAS_BASE_W-47-19;-;62.00;-;-;-;-;-;-;-;69.00;4200.00;25.00;4200.00;25.00
2019-11-07;GAS_BASE_W-48-19;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019-11-07;GAS_BASE_W-49-19;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2019-11-07;GAS_BASE_M-12-19;77.00;76.77;76.50;77.00;67704.00;91.00;5205768.00;19.00;77.00;76.50;11255976.00;15129.00;3404544.00;4576.00
2019-11-07;GAS_BASE_M-01-20;82.80;83.09;82.70;83.30;37944.00;51.00;3153741.60;12.00;83.30;82.70;537912.00;723.00;570648.00;767.00
2019-11-07;GAS_BASE_M-02-20;83.00;83.33;83.00;83.50;3480.00;5.00;290232.00;3.00;83.50;83.00;29928.00;43.00;29928.00;43.00
2019-11-07;GAS_BASE_Q-1-20;82.00;82.00;82.00;82.00;76405.00;35.00;6265210.00;10.00;82.00;82.00;18306638.00;8386.00;15846397.00;7259.00
2019-11-07;GAS_BASE_Q-2-20;77.50;76.94;76.50;77.50;10920.00;5.00;840184.80;5.00;77.50;76.50;321048.00;147.00;327600.00;150.00
2019-11-07;GAS_BASE_Q-3-20;-;77.00;-;-;-;-;-;-;-;75.00;15456.00;7.00;17664.00;8.00
2019-11-07;GAS_BASE_Q-4-20;90.70;90.70;90.70;90.70;37553.00;17.00;3406057.10;9.00;90.70;90.69;894645.00;405.00;921153.00;417.00
2019-11-07;GAS_BASE_S-S-20;75.50;75.50;75.50;75.50;13176.00;3.00;994788.00;2.00;75.50;76.00;166896.00;38.00;197640.00;45.00
2019-11-07;GAS_BASE_S-W-20;92.50;92.28;92.00;92.50;87360.00;20.00;8063764.80;11.00;92.50;92.00;5936112.00;1359.00;6097728.00;1396.00
2019-11-07;GAS_BASE_S-S-21;-;-;-;-;-;-;-;-;-;86.00;-;-;-;-
2019-11-07;GAS_BASE_Y-20;80.50;80.50;80.50;80.50;61488.00;7.00;4949784.00;4.00;80.50;80.50;42347664.00;4821.00;48478896.00;5519.00
2019-11-07;GAS_BASE_Y-21;89.50;89.28;89.20;89.50;175200.00;20.00;15645360.00;15.00;89.50;89.20;9303120.00;1062.00;10512000.00;1200.00
2019-11-08;GAS_BASE_W-46-19;70.00;72.00;70.00;76.00;3024.00;18.00;215712.00;3.00;76.00;70.00;4872.00;29.00;7224.00;43.00
2019-11-08;GAS_BASE_W-47-19;-;67.00;-;-;-;-;-;-;64.00;74.00;4200.00;25.00;4200.00;25.00
2019-11-08;GAS_BASE_W-48-19;-;-;-;-;-;-;-;-;57.00;74.00;-;-;-;-
2019-11-08;GAS_BASE_W-49-19;-;-;-;-;-;-;-;-;57.00;74.00;-;-;-;-
2019-11-08;GAS_BASE_M-12-19;76.90;76.99;76.90;77.00;26040.00;35.00;2004708.00;9.00;77.00;76.90;11270112.00;15148.00;3430584.00;4611.00
2019-11-08;GAS_BASE_M-01-20;82.75;83.10;82.50;83.10;66216.00;89.00;5496969.60;17.00;83.10;82.75;604128.00;812.00;636864.00;856.00
2019-11-08;GAS_BASE_M-02-20;83.00;83.00;83.00;83.00;4872.00;7.00;404376.00;3.00;83.00;83.00;34800.00;50.00;34800.00;50.00
2019-11-08;GAS_BASE_Q-1-20;82.00;81.89;81.60;82.00;63307.00;29.00;5183206.05;13.00;82.00;81.60;18359030.00;8410.00;15909704.00;7288.00
2019-11-08;GAS_BASE_Q-2-20;76.70;76.12;76.00;76.70;28392.00;13.00;2162378.40;6.00;76.70;76.00;349440.00;160.00;355992.00;163.00
2019-11-08;GAS_BASE_Q-3-20;-;73.90;-;-;-;-;-;-;72.40;75.40;15456.00;7.00;17664.00;8.00
2019-11-08;GAS_BASE_Q-4-20;90.50;90.46;90.45;90.50;26508.00;12.00;2397979.95;6.00;90.50;90.45;921153.00;417.00;947661.00;429.00
2019-11-08;GAS_BASE_S-S-20;-;72.25;-;-;-;-;-;-;69.00;75.50;166896.00;38.00;197640.00;45.00
2019-11-08;GAS_BASE_S-W-20;91.50;91.50;91.50;91.50;69888.00;16.00;6394752.00;4.00;91.50;91.50;5992896.00;1372.00;6167616.00;1412.00
2019-11-08;GAS_BASE_S-S-21;-;-;-;-;-;-;-;-;-;85.00;-;-;-;-
2019-11-08;GAS_BASE_Y-20;80.50;80.50;80.50;80.50;87840.00;10.00;7071120.00;6.00;80.50;80.50;42435504.00;4831.00;48566736.00;5529.00
2019-11-08;GAS_BASE_Y-21;88.88;88.85;88.75;88.90;105120.00;12.00;9339561.60;7.00;88.90;88.75;9408240.00;1074.00;10617120.00;1212.00
2019-11-12;GAS_BASE_W-47-19;-;67.88;-;-;-;-;-;-;64.00;71.50;4200.00;25.00;4200.00;25.00
2019-11-12;GAS_BASE_W-48-19;-;-;-;-;-;-;-;-;60.25;76.00;-;-;-;-
2019-11-12;GAS_BASE_W-49-19;-;-;-;-;-;-;-;-;60.00;-;-;-;-;-
2019-11-12;GAS_BASE_W-50-19;-;-;-;-;-;-;-;-;60.00;-;-;-;-;-
2019-11-12;GAS_BASE_M-12-19;76.00;76.00;76.00;76.00;14880.00;20.00;1130880.00;4.00;75.75;76.00;11284992.00;15168.00;3445464.00;4631.00
2019-11-12;GAS_BASE_M-01-20;82.00;81.50;81.50;82.00;55056.00;74.00;4488924.00;17.00;82.00;81.50;657696.00;884.00;691920.00;930.00
2019-11-12;GAS_BASE_M-02-20;81.50;81.50;81.50;81.50;4872.00;7.00;397068.00;3.00;81.50;81.50;39672.00;57.00;39672.00;57.00
2019-11-12;GAS_BASE_Q-1-20;81.00;80.97;80.80;81.00;48026.00;22.00;3889669.40;6.00;81.00;81.00;18407056.00;8432.00;15957730.00;7310.00
2019-11-12;GAS_BASE_Q-2-20;75.00;74.63;74.50;75.00;24024.00;11.00;1792627.20;6.00;75.00;74.45;373464.00;171.00;380016.00;174.00
2019-11-12;GAS_BASE_Q-3-20;-;73.90;-;-;-;-;-;-;-;75.00;15456.00;7.00;17664.00;8.00
2019-11-12;GAS_BASE_Q-4-20;89.50;89.36;89.25;89.50;41971.00;19.00;3750771.55;7.00;89.50;89.25;963124.00;436.00;989632.00;448.00
2019-11-12;GAS_BASE_S-S-20;-;72.35;-;-;-;-;-;-;71.00;73.70;166896.00;38.00;197640.00;45.00
2019-11-12;GAS_BASE_S-W-20;90.75;90.75;90.75;90.75;61152.00;14.00;5549544.00;3.00;90.75;90.75;6054048.00;1386.00;6228768.00;1426.00
2019-11-12;GAS_BASE_S-S-21;-;-;-;-;-;-;-;-;-;84.50;-;-;-;-
2019-11-12;GAS_BASE_Y-20;79.75;79.65;79.50;79.75;96624.00;11.00;7700054.40;4.00;79.75;79.60;42523344.00;4841.00;48663360.00;5540.00
2019-11-12;GAS_BASE_Y-21;88.25;88.25;88.25;88.25;61320.00;7.00;5411490.00;2.00;88.25;88.25;9469560.00;1081.00;10678440.00;1219.00
2019-11-13;GAS_BASE_W-47-19;71.00;71.00;71.00;71.00;5040.00;30.00;357840.00;2.00;71.00;71.00;5880.00;35.00;9240.00;55.00
2019-11-13;GAS_BASE_W-48-19;-;-;-;-;-;-;-;-;65.00;77.00;-;-;-;-
2019-11-13;GAS_BASE_W-49-19;-;-;-;-;-;-;-;-;62.00;-;-;-;-;-
2019-11-13;GAS_BASE_W-50-19;-;-;-;-;-;-;-;-;62.00;-;-;-;-;-
2019-11-13;GAS_BASE_M-12-19;75.00;75.23;75.00;75.25;37944.00;51.00;2853612.00;11.00;75.25;75.25;11322936.00;15219.00;3483408.00;4682.00
2019-11-13;GAS_BASE_M-01-20;80.75;80.30;80.30;80.75;82584.00;111.00;6637186.80;19.00;80.50;80.50;740280.00;995.00;774504.00;1041.00
2019-11-13;GAS_BASE_M-02-20;80.70;80.73;80.70;80.75;6264.00;9.00;505713.60;3.00;80.75;80.70;45936.00;66.00;45936.00;66.00
2019-11-13;GAS_BASE_Q-1-20;80.00;80.35;80.00;80.40;85137.00;39.00;6835737.05;16.00;80.40;80.00;18448533.00;8451.00;16042867.00;7349.00
